"@timestamp",ev,el,ea,cid,"browser_name",clientip
"January 21st 2020, 00:09:01.298",1,count,"Socket reconnected","17d460de-9bc5-4c58-9d10-f3d20fddbf5e",Chrome,"59.153.244.232"
"January 21st 2020, 00:09:01.413",33,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:09:13.064",34,count,"Socket reconnected","75d49ee8-6f16-4595-9173-f1e332dfcc7b",Chrome,"123.21.27.53"
"January 21st 2020, 00:09:18.348",13,count,"Socket reconnected","bc94dea7-4f48-4d2f-b81c-62e6be9485fc","Mobile Safari","14.177.149.237"
"January 21st 2020, 00:09:46.928",14,count,"Socket reconnected","d023992b-6b41-4972-b9a2-8a28bd84504b",Chrome,"14.246.191.176"
"January 21st 2020, 00:09:59.590",29,count,"Socket reconnected","6e35f033-e362-48a4-9524-99af5aeccd01",Chrome,"210.245.30.85"
"January 21st 2020, 00:10:52.171",24,count,"Socket reconnected","27d1f4a1-2515-4e68-8876-80415fb8a043",Chrome,"42.119.238.15"
"January 21st 2020, 00:11:26.181",3,count,"Socket reconnected","93abb155-656a-49f2-900c-f0c52161e766","Mobile Safari","171.250.181.50"
"January 21st 2020, 00:11:32.993",14,count,"Socket reconnected","9cdf6047-8d88-4b14-b93d-83774fccbcca",Chrome,"113.23.44.43"
"January 21st 2020, 00:11:37.478",4,count,"Socket reconnected","29891d14-497f-4595-bd41-e20448006f5a",Chrome,"116.110.68.157"
"January 21st 2020, 00:11:42.273",4,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 00:11:42.371",2,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 00:12:09.631",2,count,"Socket reconnected","0b31b28e-56d2-4f5f-bd47-805a9e2a4290","Chrome Mobile","171.253.139.204"
"January 21st 2020, 00:12:59.926",14,count,"Socket reconnected","bc94dea7-4f48-4d2f-b81c-62e6be9485fc","Mobile Safari","14.177.149.237"
"January 21st 2020, 00:13:11.046",1,count,"Socket reconnected","4ff01a49-99be-4df3-bd20-13c78f5f7bbd",Opera,"202.150.106.134"
"January 21st 2020, 00:13:31.213",34,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:13:44.037",10,count,"Socket reconnected","b17c8aa5-6429-43cf-be86-5bd61b64bea6","Mobile Safari","117.5.240.203"
"January 21st 2020, 00:14:32.389",1,count,"Socket reconnected","bd2233dc-a4f4-4f50-8cc1-a8f32457f193",Chrome,"1.53.199.108"
"January 21st 2020, 00:15:06.907",2,count,"Socket reconnected","f61dc76c-d8f9-428b-a03f-5766654dad18",Chrome,"113.184.240.138"
"January 21st 2020, 00:15:49.600",2,count,"Socket reconnected","f935dbb6-6a6c-4a12-b6dd-ef9fa8ab627a",Safari,"171.241.2.156"
"January 21st 2020, 00:16:00.378",15,count,"Socket reconnected","bc94dea7-4f48-4d2f-b81c-62e6be9485fc","Mobile Safari","14.177.149.237"
"January 21st 2020, 00:16:19.451",1,count,"Socket reconnected","56c34db5-364c-4416-8e19-18c5e3a598a4","Mobile Safari","58.187.21.3"
"January 21st 2020, 00:16:30.123",1,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 00:16:30.567",11,count,"Socket reconnected","0a19f09c-ec06-4c91-8755-dd18605af3e0",Chrome,"14.228.135.64"
"January 21st 2020, 00:16:58.547",8,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:17:29.137",9,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:19:18.474",7,count,"Socket reconnected","5e3734cd-f901-41b6-965c-30b260d72048",Chrome,"103.88.112.90"
"January 21st 2020, 00:19:31.003",34,count,"Socket reconnected","28dd2700-d3e7-494d-8c3a-0176e4a61b28",Chrome,"117.2.200.124"
"January 21st 2020, 00:20:02.182",35,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:20:22.192",30,count,"Socket reconnected","c8003d2f-6aa5-49ae-9def-02388fdf3d7c",Chrome,"116.109.30.156"
"January 21st 2020, 00:20:33.706",1,count,"Socket reconnected","698bcdfe-bd5c-4ead-847a-437b02144098",Chrome,"14.177.234.252"
"January 21st 2020, 00:21:01.622",36,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:22:16.564",3,count,"Socket reconnected","25f3f8e7-0741-4783-b737-81e5329e0cd6",Chrome,"14.177.113.175"
"January 21st 2020, 00:22:16.567",8,count,"Socket reconnected","25f3f8e7-0741-4783-b737-81e5329e0cd6",Chrome,"14.177.113.175"
"January 21st 2020, 00:22:18.007",1,count,"Socket reconnected","7114a4bb-9618-41b9-b153-41632bd8af42",Chrome,"115.73.209.177"
"January 21st 2020, 00:22:40.703",3,count,"Socket reconnected","a2f174a2-4333-4524-90f0-41eda2fc0841",Safari,"113.184.180.175"
"January 21st 2020, 00:22:41.162",8,count,"Socket reconnected","cc5976a4-3000-4a93-8d22-feac15db08fb",Chrome,"14.160.38.181"
"January 21st 2020, 00:23:02.222",2,count,"Socket reconnected","9364fdab-c222-4782-b942-d15c087fe00f",Chrome,"1.55.87.170"
"January 21st 2020, 00:23:47.601",35,count,"Socket reconnected","28dd2700-d3e7-494d-8c3a-0176e4a61b28",Chrome,"117.2.200.124"
"January 21st 2020, 00:24:30.125",5,count,"Socket reconnected","d22fd42f-bf8b-483d-9e32-edefe38087ce",Chrome,"117.6.79.73"
"January 21st 2020, 00:24:48.910",7,count,"Socket reconnected","f7311b1d-cc78-434d-a8c5-29fffdcb6930",Chrome,"116.106.27.74"
"January 21st 2020, 00:25:17.954",11,count,"Socket reconnected","b5b7768c-47e0-471c-b3b5-eb6162a4e247",Chrome,"115.73.237.132"
"January 21st 2020, 00:26:25.627",10,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:26:29.708",23,count,"Socket reconnected","82bcfee9-ae5c-4549-abeb-47e77b21419c",Chrome,"14.187.160.86"
"January 21st 2020, 00:26:33.419",1,count,"Socket reconnected","a37b6e98-211b-45b1-9a4c-f714165d3839",Chrome,"14.231.221.193"
"January 21st 2020, 00:27:07.734",11,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:27:51.684",25,count,"Socket reconnected","27d1f4a1-2515-4e68-8876-80415fb8a043",Chrome,"42.119.238.15"
"January 21st 2020, 00:28:36.685",1,count,"Socket reconnected","2f4f4f2f-19ce-4d33-8f5b-a3a479846e75","Coc Coc","42.113.63.41"
"January 21st 2020, 00:28:58.065",36,count,"Socket reconnected","28dd2700-d3e7-494d-8c3a-0176e4a61b28",Chrome,"117.2.200.124"
"January 21st 2020, 00:29:05.850",1,count,"Socket reconnected","5f55c48e-9957-4201-bbfc-87fdbe7fbea8",Chrome,"14.161.11.100"
"January 21st 2020, 00:30:12.935",2,count,"Socket reconnected","512fcafa-f7e1-4f2f-ad5b-8e9b9c4f5a5a",Chrome,"37.26.147.242"
"January 21st 2020, 00:30:27.098",2,count,"Socket reconnected","448a4c8a-146a-4bd6-84e4-1da472d19584",Chrome,"1.53.170.102"
"January 21st 2020, 00:31:12.901",1,count,"Socket reconnected","401ce44f-0a3f-46af-b8bc-033337f5d3c7","Chrome Mobile","42.116.117.18"
"January 21st 2020, 00:32:19.128",12,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:32:48.818",13,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:34:35.232",51,count,"Socket reconnected","3bc93d33-dd83-43c6-bfa4-6305fa8f3a1d",Chrome,"14.161.9.238"
"January 21st 2020, 00:34:44.097",1,count,"Socket reconnected","ade8e05b-56c3-4623-9b78-8e813144c5df","Chrome Mobile","42.113.152.163"
"January 21st 2020, 00:35:24.298",33,count,"Socket reconnected","6d432212-880b-4566-b5c8-f19dbbd4e56d",Chrome,"113.190.58.49"
"January 21st 2020, 00:35:30.078",1,count,"Socket reconnected","28532cd6-feca-4685-8798-a0bfce34903f",Chrome,"116.101.51.51"
"January 21st 2020, 00:36:22.174",26,count,"Socket reconnected","27d1f4a1-2515-4e68-8876-80415fb8a043",Chrome,"42.119.238.15"
"January 21st 2020, 00:36:37.370",2,count,"Socket reconnected","d026d99a-2cc7-40b9-a8a8-8038e9640935",Chrome,"118.71.170.64"
"January 21st 2020, 00:37:22.426",31,count,"Socket reconnected","c8003d2f-6aa5-49ae-9def-02388fdf3d7c",Chrome,"116.109.30.156"
"January 21st 2020, 00:38:11.912",3,count,"Socket reconnected","05b8546c-2437-482e-a7fd-361bcde9e53d",Chrome,"171.228.150.58"
"January 21st 2020, 00:39:35.495",5,count,"Socket reconnected","1149cfe8-12bd-4193-9368-fb53b26e7181","Coc Coc","117.0.205.199"
"January 21st 2020, 00:43:26.425",5,count,"Socket reconnected","29891d14-497f-4595-bd41-e20448006f5a",Chrome,"116.110.68.157"
"January 21st 2020, 00:43:28.275",6,count,"Socket reconnected","0db70d94-9304-4fcc-aeed-1cecc30a75eb",Chrome,"42.114.98.133"
"January 21st 2020, 00:44:11.918",3,count,"Socket reconnected","d075b937-e403-4c2d-b0f0-1b9049e81b0d",Firefox,"171.224.181.101"
"January 21st 2020, 00:44:32.270",27,count,"Socket reconnected","e6c70c8f-23f3-43c0-943d-7d1cfb1a70a1",Chrome,"115.72.198.156"
"January 21st 2020, 00:44:49.262",29,count,"Socket reconnected","8c94d75e-5884-439a-af14-5d62291ae54e",Chrome,"113.161.75.50"
"January 21st 2020, 00:45:37.556",34,count,"Socket reconnected","6d432212-880b-4566-b5c8-f19dbbd4e56d",Chrome,"113.190.58.49"
"January 21st 2020, 00:46:04.680",2,count,"Socket reconnected","7114a4bb-9618-41b9-b153-41632bd8af42",Chrome,"115.73.209.177"
"January 21st 2020, 00:46:15.000",35,count,"Socket reconnected","77311ec1-ff07-4a6c-baf5-2d419562b125",Chrome,"123.16.43.106"
"January 21st 2020, 00:46:17.173",2,count,"Socket reconnected","698bcdfe-bd5c-4ead-847a-437b02144098",Chrome,"14.177.234.252"
"January 21st 2020, 00:46:27.959",30,count,"Socket reconnected","77311ec1-ff07-4a6c-baf5-2d419562b125",Chrome,"123.16.43.106"
"January 21st 2020, 00:46:28.549",1,count,"Socket reconnected","9284c88f-c432-4ddf-bd19-f5a75f861e2c",Chrome,"80.137.169.156"
"January 21st 2020, 00:46:46.846",115,count,"Socket reconnected","7c217510-8ecc-4e82-a1a0-e17efaa3b8ab",Chrome,"118.69.230.2"
"January 21st 2020, 00:47:53.722",1,count,"Socket reconnected","42328217-1557-49a2-ae83-5f09190cf4e3",Chrome,"14.232.214.72"
"January 21st 2020, 00:48:11.531",14,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:48:43.306",15,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 00:48:49.487",2,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 00:50:11.294",3,count,"Socket reconnected","7789df0e-681d-4ad3-bb90-dba4195f08c0",Chrome,"118.70.68.152"
"January 21st 2020, 00:50:20.292",1,count,"Socket reconnected","d0033067-07d2-4c6e-8b55-efac67e7edf7","Samsung Internet","116.109.176.65"
"January 21st 2020, 00:50:40.794",1,count,"Socket reconnected","3d8f201a-7d32-4f39-90c7-853bd55ea89f",Safari,"113.22.16.39"
"January 21st 2020, 00:51:02.345",37,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:51:25.946",1,count,"Socket reconnected","28045e1a-bef4-468d-b25f-ddd2dd52ca2b","Coc Coc","123.24.51.23"
"January 21st 2020, 00:51:40.328",39,count,"Socket reconnected","a12d0919-8bfd-46c0-9821-64ebfae05246",Chrome,"118.69.230.2"
"January 21st 2020, 00:52:47.903",3,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 00:53:23.214",32,count,"Socket reconnected","c8003d2f-6aa5-49ae-9def-02388fdf3d7c",Chrome,"116.109.30.156"
"January 21st 2020, 00:53:46.547",38,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 00:54:09.768",1,count,"Socket reconnected","6adab50d-6e79-4d50-a966-35680ed949c9","Samsung Internet","116.104.165.11"
"January 21st 2020, 00:54:27.356",12,count,"Socket reconnected","b5b7768c-47e0-471c-b3b5-eb6162a4e247",Chrome,"115.73.237.132"
"January 21st 2020, 00:54:57.217",1,count,"Socket reconnected","b2d7624d-8e52-4aa3-8965-6f61e88c09b6","Coc Coc","118.68.106.81"
"January 21st 2020, 00:55:53.664",3,count,"Socket reconnected","3c73062a-2555-408f-b0c0-ef613e751993",Safari,"174.85.22.58"
"January 21st 2020, 00:56:14.870",35,count,"Socket reconnected","6d432212-880b-4566-b5c8-f19dbbd4e56d",Chrome,"113.190.58.49"
"January 21st 2020, 00:58:16.687",2,count,"Socket reconnected","28532cd6-feca-4685-8798-a0bfce34903f",Chrome,"14.229.58.104"
"January 21st 2020, 00:58:48.623",13,count,"Socket reconnected","a141d61a-0379-4a67-b8ac-7bbfa40cfcc2",Chrome,"42.119.225.153"
"January 21st 2020, 00:59:27.960",1,count,"Socket reconnected","9815234f-9f75-460d-98af-87a3e452da1a",Chrome,"117.3.224.170"
"January 21st 2020, 00:59:43.280",27,count,"Socket reconnected","27d1f4a1-2515-4e68-8876-80415fb8a043",Chrome,"42.119.238.15"
"January 21st 2020, 00:59:47.051",1,count,"Socket reconnected","e645e79c-5893-486c-b634-be48c5e8ba1f","Coc Coc","27.68.67.54"
"January 21st 2020, 01:00:04.094",9,count,"Socket reconnected","cc5976a4-3000-4a93-8d22-feac15db08fb",Chrome,"14.160.38.181"
"January 21st 2020, 01:00:46.190",28,count,"Socket reconnected","519a3b20-987d-43b6-8afa-129204256833",Safari,"113.172.94.233"
"January 21st 2020, 01:00:52.845",4,count,"Socket reconnected","3c73062a-2555-408f-b0c0-ef613e751993",Safari,"174.85.22.58"
"January 21st 2020, 01:00:57.649",1,count,"Socket reconnected","24c1b4f2-9b2a-4f96-83e2-1ca82a540a97","Coc Coc","42.113.84.36"
"January 21st 2020, 01:01:32.038",39,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:02:32.981",6,count,"Socket reconnected","29891d14-497f-4595-bd41-e20448006f5a",Chrome,"116.110.68.157"
"January 21st 2020, 01:02:39.154",2,count,"Socket reconnected","24c1b4f2-9b2a-4f96-83e2-1ca82a540a97","Coc Coc","42.113.84.36"
"January 21st 2020, 01:02:54.347",30,count,"Socket reconnected","461546bf-e31d-4aa6-ad4c-621b781acf38",Chrome,"1.53.200.181"
"January 21st 2020, 01:03:32.959",40,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:03:43.984",116,count,"Socket reconnected","7c217510-8ecc-4e82-a1a0-e17efaa3b8ab",Chrome,"118.69.230.2"
"January 21st 2020, 01:04:44.320",2,count,"Socket reconnected","3835e912-bf0e-46fd-9d9e-f436b4d16042",Chrome,"182.237.20.126"
"January 21st 2020, 01:04:52.442",1,count,"Socket reconnected","373f2779-860a-414f-901d-d1904a9d1991",Safari,"113.23.43.162"
"January 21st 2020, 01:05:23.477",2,count,"Socket reconnected","42328217-1557-49a2-ae83-5f09190cf4e3",Chrome,"14.232.214.72"
"January 21st 2020, 01:05:51.911",4,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 01:05:56.817",1,count,"Socket reconnected","13917743-2299-433b-9854-b8905961340e",Chrome,"118.71.191.82"
"January 21st 2020, 01:06:48.241",3,count,"Socket reconnected","24c1b4f2-9b2a-4f96-83e2-1ca82a540a97","Coc Coc","42.113.84.36"
"January 21st 2020, 01:06:48.293",1,count,"Socket reconnected","24c1b4f2-9b2a-4f96-83e2-1ca82a540a97","Coc Coc","42.113.84.36"
"January 21st 2020, 01:08:32.208",5,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 01:08:38.177",40,count,"Socket reconnected","a12d0919-8bfd-46c0-9821-64ebfae05246",Chrome,"118.69.230.2"
"January 21st 2020, 01:09:02.537",41,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:09:54.078",1,count,"Socket reconnected","6d393405-7bd5-46ee-814e-181d9d1765a5",Chrome,"171.246.96.106"
"January 21st 2020, 01:10:35.774",36,count,"Socket reconnected","6d432212-880b-4566-b5c8-f19dbbd4e56d",Chrome,"113.190.58.49"
"January 21st 2020, 01:10:59.247",13,count,"Socket reconnected","b5b7768c-47e0-471c-b3b5-eb6162a4e247",Chrome,"115.73.237.132"
"January 21st 2020, 01:12:17.344",2,count,"Socket reconnected","ccdf9ded-70eb-4b74-a06d-a1d4103fc503",Chrome,"118.69.209.12"
"January 21st 2020, 01:12:50.577",16,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 01:13:05.066",3,count,"Socket reconnected","28532cd6-feca-4685-8798-a0bfce34903f",Chrome,"116.104.235.182"
"January 21st 2020, 01:13:20.985",17,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 01:13:22.027",53,count,"Socket reconnected","fc9919e5-f005-4c6c-b98c-d1fa26f6008d",Chrome,"103.197.197.126"
"January 21st 2020, 01:14:47.698",1,count,"Socket reconnected","c19b21a8-7672-439d-96e8-651d615a082a","Coc Coc","123.25.36.241"
"January 21st 2020, 01:14:58.888",1,count,"Socket reconnected","908ed156-e901-4091-8cdd-ac26766bfeb0","Chrome Mobile","14.254.249.183"
"January 21st 2020, 01:16:31.801",2,count,"Socket reconnected","28e4413c-4899-4e47-aa47-6314a7518b0e","Chrome Mobile iOS","113.178.18.81"
"January 21st 2020, 01:16:50.481",5,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 01:16:50.587",3,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 01:16:55.022",2,count,"Socket reconnected","373f2779-860a-414f-901d-d1904a9d1991",Safari,"113.23.43.162"
"January 21st 2020, 01:17:16.185",10,count,"Socket reconnected","5573edb6-4e36-4877-ae8a-facfac986135","Mobile Safari","49.197.51.64"
"January 21st 2020, 01:17:27.533",11,count,"Socket reconnected","5573edb6-4e36-4877-ae8a-facfac986135","Mobile Safari","49.197.51.64"
"January 21st 2020, 01:17:29.640",4,count,"Socket reconnected","05b8546c-2437-482e-a7fd-361bcde9e53d",Chrome,"171.228.150.58"
"January 21st 2020, 01:17:47.946",25,count,"Socket reconnected","53e1653d-fe5c-4a8d-82ac-0ebd4caf11e0",Chrome,"68.225.8.74"
"January 21st 2020, 01:18:09.810",4,count,"Socket reconnected","9e4e5976-b61a-4060-9a00-6e930a29ff40",Chrome,"14.248.61.253"
"January 21st 2020, 01:19:13.701",18,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 01:19:43.596",19,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 01:19:48.461",8,count,"Socket reconnected","5e3734cd-f901-41b6-965c-30b260d72048",Chrome,"101.96.112.116"
"January 21st 2020, 01:20:00.800",42,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:21:33.217",43,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:22:23.792",3,count,"Socket reconnected","42328217-1557-49a2-ae83-5f09190cf4e3",Chrome,"14.232.214.72"
"January 21st 2020, 01:22:31.364",6,count,"Socket reconnected","29c7d971-1e8d-4efc-a502-855c90feedc0",Chrome,"123.24.131.119"
"January 21st 2020, 01:23:06.150",1,count,"Socket reconnected","fcb0d5e8-868b-484b-8675-37ce13d5112b",Chrome,"14.187.87.215"
"January 21st 2020, 01:23:20.683",4,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 01:23:20.803",6,count,"Socket reconnected","b6f6f190-a5bc-4930-9488-40c11f4f38bc",Chrome,"14.169.85.12"
"January 21st 2020, 01:24:18.938",1,count,"Socket reconnected","375e8828-386d-41bf-bd68-774590cccd72",Chrome,"50.93.55.83"
"January 21st 2020, 01:24:29.570",1,count,"Socket reconnected","96c25d0a-847a-4c82-a1fd-0387c4dcf388",Chrome,"42.112.181.117"
"January 21st 2020, 01:24:54.987",33,count,"Socket reconnected","c8003d2f-6aa5-49ae-9def-02388fdf3d7c",Chrome,"116.109.30.156"
"January 21st 2020, 01:25:02.642",44,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:25:28.269",6,count,"Socket reconnected","a8c5fce3-91e1-417f-a57d-e8312a946e29","Mobile Safari","223.62.203.239"
"January 21st 2020, 01:25:53.019",3,count,"Socket reconnected","f935dbb6-6a6c-4a12-b6dd-ef9fa8ab627a",Safari,"171.241.2.156"
"January 21st 2020, 01:26:31.537",45,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:27:20.329",20,count,"Socket reconnected","9cbc55be-4659-4119-b709-31d646b94fcc",Chrome,"161.202.97.109"
"January 21st 2020, 01:27:50.991",4,count,"Socket reconnected","e1e848a6-207c-4233-a9b0-06cf263b75e1","Coc Coc","42.114.151.159"
"January 21st 2020, 01:29:04.892",46,count,"Socket reconnected","9d99761c-7894-4e12-919f-e3001867a237","Coc Coc","171.255.70.68"
"January 21st 2020, 01:30:24.187",3,count,"Socket reconnected","505ffc94-735f-441a-bb68-bd37d2ffe2dc",Chrome,"171.224.179.215"
"January 21st 2020, 01:31:39.805",5,count,"Socket reconnected","9e4e5976-b61a-4060-9a00-6e930a29ff40",Chrome,"222.252.6.42"
"January 21st 2020, 01:33:16.052",1,count,"Socket reconnected","b52ebfa3-08db-4f20-83b6-bbf6be6189f7",Chrome,"101.12.14.31"
"January 21st 2020, 01:33:34.473",12,count,"Socket reconnected","5573edb6-4e36-4877-ae8a-facfac986135","Mobile Safari","49.197.51.64"
"January 21st 2020, 01:34:22.352",5,count,"Socket reconnected","3c73062a-2555-408f-b0c0-ef613e751993",Safari,"174.85.22.58"
