"@timestamp",ev,ea,cid,"browser_name",clientip
"January 31st 2020, 00:14:54.356",52,"Socket reconnected","7d09ebfc-9204-4bd0-b159-b12591852e5a",Chrome,"49.195.60.253"
"January 31st 2020, 00:14:55.392",63,"Socket reconnected","7d09ebfc-9204-4bd0-b159-b12591852e5a",Chrome,"49.195.60.253"
"January 31st 2020, 00:15:01.631",516,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:15:41.857",71,"Socket reconnected","7a430f24-5f22-445a-8065-bcb5542923b1",Chrome,"123.16.13.170"
"January 31st 2020, 00:15:49.186",506,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:16:11.877",1,"Socket reconnected","c6fdfde9-a2dd-4f1b-90ef-75ed875311ee","Chrome Mobile","171.247.189.23"
"January 31st 2020, 00:16:30.612",1,"Socket reconnected","bfd289ff-44d2-459c-9514-3350ed2682d8",Chrome,"113.23.42.10"
"January 31st 2020, 00:16:31.561",517,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:16:33.931",7,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:16:49.414",507,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:17:07.438",6,"Socket reconnected","8541ac9b-da5d-4065-b453-c240bc5b5e71","Mobile Safari","14.187.174.113"
"January 31st 2020, 00:17:12.468",3,"Socket reconnected","6f3dc0c6-f2bd-418f-a8de-effcd77f83cc","Mobile Safari","14.175.39.24"
"January 31st 2020, 00:17:22.711",3,"Socket reconnected","248ff66d-0d52-42c7-a26b-c5fc4a6148a5","Coc Coc","113.23.4.129"
"January 31st 2020, 00:17:31.608",518,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:17:49.474",508,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:18:31.531",519,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:18:35.797",4,"Socket reconnected","4cb6ea14-91d0-44ab-81b1-bdbbf9827871","Coc Coc","222.252.14.87"
"January 31st 2020, 00:19:19.206",509,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:19:27.902",133,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:19:48.955",65,"Socket reconnected","734886a6-0465-47fb-a92a-887ed787c50d",Firefox,"113.161.66.143"
"January 31st 2020, 00:19:57.940",5,"Socket reconnected","6b89d116-b1c8-44b9-9353-62c2faaf8efd",Chrome,"118.70.120.220"
"January 31st 2020, 00:20:01.655",520,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:20:19.445",510,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:20:31.499",3,"Socket reconnected","4e65620e-23fc-40c2-b258-27b482db51e9",Chrome,"103.19.99.1"
"January 31st 2020, 00:20:35.471",7,"Socket reconnected","d663109b-7af4-4590-b708-86decca8a9e7",Chrome,"118.70.133.129"
"January 31st 2020, 00:20:36.293",1,"Socket reconnected","3545c462-bb3f-4389-beed-05f74700514e","Firefox iOS","113.172.9.72"
"January 31st 2020, 00:20:36.919",3,"Socket reconnected","85789044-e06e-42b0-a438-ae343823b85a","Chrome Mobile","171.250.19.106"
"January 31st 2020, 00:20:45.489",4,"Socket reconnected","0f79fb56-902a-4c76-84e8-347422d356e2",Chrome,"171.233.17.151"
"January 31st 2020, 00:20:48.645",2,"Socket reconnected","0f79fb56-902a-4c76-84e8-347422d356e2",Chrome,"171.233.17.151"
"January 31st 2020, 00:20:54.278",8,"Socket reconnected","fc06da9c-eadc-43fa-b279-62d7b6887e51",Chrome,"118.71.96.17"
"January 31st 2020, 00:20:59.606",13,"Socket reconnected","cc5976a4-3000-4a93-8d22-feac15db08fb",Chrome,"14.160.38.181"
"January 31st 2020, 00:21:01.593",521,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:21:02.558",1,"Socket reconnected","d9cf025d-3a11-4dc8-920b-6245df9cad47","Chrome Mobile","42.112.158.98"
"January 31st 2020, 00:21:06.021",5,"Socket reconnected","df42db8f-4724-4d7b-a789-4d71926df91e",Chrome,"14.250.219.100"
"January 31st 2020, 00:21:06.638",2,"Socket reconnected","3545c462-bb3f-4389-beed-05f74700514e","Firefox iOS","37.120.208.114"
"January 31st 2020, 00:21:33.994",8,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:21:39.089",3,"Socket reconnected","df6b641c-4274-4b22-a09a-8cffae561046",Chrome,"27.79.139.191"
"January 31st 2020, 00:21:44.238",9,"Socket reconnected","c6e704ed-3cd9-4470-b543-cd09ab67e432",Chrome,"113.190.150.143"
"January 31st 2020, 00:21:49.212",511,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:22:01.203",9,"Socket reconnected","afe088b8-4bf2-407a-9baf-a69bdb1e64b1",Chrome,"116.111.94.169"
"January 31st 2020, 00:22:01.535",522,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:22:16.229",134,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:22:29.527",3,"Socket reconnected","5f97a424-121a-412d-8722-491a451da3ce",Chrome,"222.252.14.124"
"January 31st 2020, 00:22:41.180",117,"Socket reconnected","95f1907f-54f0-46cd-9bba-6c49bdfacd82",Chrome,"113.190.24.106"
"January 31st 2020, 00:22:41.393",1,"Socket reconnected","06c1554c-d007-4959-963e-3cdda39eec47",Chrome,"27.79.143.75"
"January 31st 2020, 00:22:41.418",1,"Socket reconnected","06c1554c-d007-4959-963e-3cdda39eec47",Chrome,"27.79.143.75"
"January 31st 2020, 00:22:49.444",512,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:22:53.369",2,"Socket reconnected","db7e14c2-17c9-40ed-b113-eed09f7cf1f9",Chrome,"118.71.96.230"
"January 31st 2020, 00:23:01.632",523,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:23:16.559",34,"Socket reconnected","92677d1d-c98e-4fac-b2a2-ff5f4d3fef4c",Chrome,"14.162.194.240"
"January 31st 2020, 00:23:41.222",3,"Socket reconnected","e283b1e1-f703-4ff6-aaf6-cb863b562e72","Chrome Mobile iOS","116.102.169.205"
"January 31st 2020, 00:23:44.597",2,"Socket reconnected","bd7cdce1-72f7-40ac-a90a-5ee509384d98",Chrome,"14.160.35.250"
"January 31st 2020, 00:23:44.949",6,"Socket reconnected","8d1295b7-ebb6-476a-bb86-e5cce82dda30",Chrome,"14.177.129.74"
"January 31st 2020, 00:23:49.557",513,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:24:01.631",524,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:24:05.425",1,"Socket reconnected","8e9c4bdd-7b9f-4b40-af9e-7d66dcbe0c10",Chrome,"116.105.80.200"
"January 31st 2020, 00:24:39.649",2,"Socket reconnected","4d67d0be-f8ec-485e-847f-56ebfa6ad36a","Coc Coc","14.169.160.129"
"January 31st 2020, 00:25:01.829",525,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:25:02.515",5,"Socket reconnected","4a5b8cc1-eb3b-4a52-b99d-0f428ec692df","Chrome Mobile","171.243.8.241"
"January 31st 2020, 00:25:04.613",3,"Socket reconnected","45d1233c-7b2f-47a2-a4df-5c085bfa8c10","Chrome Mobile","14.162.172.255"
"January 31st 2020, 00:25:16.835",3,"Socket reconnected","cfaa14d2-cde4-44f9-9652-11c430cb73a5",Chrome,"1.54.200.47"
"January 31st 2020, 00:25:19.272",514,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:25:38.351",2,"Socket reconnected","c83434fc-817a-43c5-b08e-c74e450ac6e5",Chrome,"125.235.2.218"
"January 31st 2020, 00:25:41.173",118,"Socket reconnected","95f1907f-54f0-46cd-9bba-6c49bdfacd82",Chrome,"14.232.154.28"
"January 31st 2020, 00:25:56.934",1,"Socket reconnected","7b9e0ab7-41ab-4a70-93b7-81fc091304a6",Chrome,"14.187.210.104"
"January 31st 2020, 00:26:19.358",515,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:26:31.589",526,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:26:33.867",9,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:26:36.172",35,"Socket reconnected","a56146bf-9896-458f-8742-ab2363ea8b88",Chrome,"113.190.58.71"
"January 31st 2020, 00:26:36.213",34,"Socket reconnected","a56146bf-9896-458f-8742-ab2363ea8b88",Chrome,"113.190.58.71"
"January 31st 2020, 00:26:45.279",5,"Socket reconnected","20affdef-f644-4514-b672-cf2c2c1cd055",Chrome,"113.20.109.63"
"January 31st 2020, 00:26:52.982",135,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:27:07.822",32,"Socket reconnected","f66dc5d0-e125-486e-b2c9-9a45a2768e43",Chrome,"14.231.178.44"
"January 31st 2020, 00:27:11.177",119,"Socket reconnected","95f1907f-54f0-46cd-9bba-6c49bdfacd82",Chrome,"113.190.24.106"
"January 31st 2020, 00:27:22.696",6,"Socket reconnected","0df7df92-49c7-4ae0-9002-862cab879528",Chrome,"14.177.178.48"
"January 31st 2020, 00:27:31.667",527,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:27:49.189",516,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:28:02.232",11,"Socket reconnected","93b39ebb-23df-437d-aea4-f83703d20160",Chrome,"113.22.52.56"
"January 31st 2020, 00:28:49.216",517,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:29:01.667",528,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:29:41.059",18,"Socket reconnected","e32afc06-c2f7-48da-b80a-dc2960842a39",Chrome,"14.160.38.181"
"January 31st 2020, 00:29:49.421",518,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:30:01.286",6,"Socket reconnected","9bc9b84e-0b85-4289-a9f0-d6b574508d8c",Chrome,"14.231.150.34"
"January 31st 2020, 00:30:01.524",529,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:30:29.725",22,"Socket reconnected","277b9ada-2187-4212-9248-25ff6d57882c",Chrome,"116.118.10.41"
"January 31st 2020, 00:30:32.663",1,"Socket reconnected","c502cb03-7e6a-41b2-ab24-a64bee1c4767",Chrome,"1.55.194.74"
"January 31st 2020, 00:30:38.535",15,"Socket reconnected","3ab7fee4-2f77-4f09-845c-4211bfaf04f4",Chrome,"14.186.233.84"
"January 31st 2020, 00:30:48.748",136,"Socket reconnected","bacc1bd7-8a95-4126-80b1-9d8fef8223ca",Firefox,"116.118.106.35"
"January 31st 2020, 00:31:01.168",20,"Socket reconnected","ec39c1e4-cf2e-4d81-b969-ba1ce451a4f0",Chrome,"27.68.241.28"
"January 31st 2020, 00:31:02.202",1,"Socket reconnected","1c0aaa06-d6a1-4698-ae13-274d7c306d1c",Chrome,"27.78.74.170"
"January 31st 2020, 00:31:19.468",519,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:31:31.483",2,"Socket reconnected","bfd289ff-44d2-459c-9514-3350ed2682d8",Chrome,"113.23.42.10"
"January 31st 2020, 00:31:31.573",530,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:31:34.102",10,"Socket reconnected","f6b5806e-e39f-4143-861c-0e702a802586",Chrome,"14.162.147.195"
"January 31st 2020, 00:31:49.117",3,"Socket reconnected","59816789-8b51-4a4b-be02-ab367468f10c","Coc Coc","27.3.176.251"
"January 31st 2020, 00:32:10.824",12,"Socket reconnected","448a4c8a-146a-4bd6-84e4-1da472d19584",Chrome,"1.53.170.102"
"January 31st 2020, 00:32:19.228",520,"Socket reconnected","ca53354b-0788-437c-9195-8fb18f022d0c",Chrome,"14.161.38.213"
"January 31st 2020, 00:32:31.522",531,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
"January 31st 2020, 00:32:46.298",33,"Socket reconnected","f66dc5d0-e125-486e-b2c9-9a45a2768e43",Chrome,"14.231.178.44"
"January 31st 2020, 00:33:23.284",66,"Socket reconnected","734886a6-0465-47fb-a92a-887ed787c50d",Firefox,"115.78.162.108"
"January 31st 2020, 00:33:26.979",2,"Socket reconnected","7b9e0ab7-41ab-4a70-93b7-81fc091304a6",Chrome,"14.187.210.104"
"January 31st 2020, 00:33:31.652",532,"Socket reconnected","bd802257-0f9f-4a24-8c24-e13545195aed",Chrome,"103.85.107.242"
